perkara_id;tanggal_putusan;jenis_perkara_nama;umur_p;umur_t;lama_pernikahan_bulan;faktor;kecamatan_p;kabupaten_p;kecamatan_t;kabupaten_t
35592;10/10/2022;Cerai Talak;33;22;23;Ekonomi;Kecamatan Tanggulangin;Kabupaten Sidoarjo;Kecamatan Tulangan;Kabupaten Sidoarjo. (Alamat Rumah Orang Tua Termohon Bapak Asroni).
36622;10/10/2022;Cerai Gugat;32;34;128;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo;Kecamatan Loceret ;Kabupaten Nganjuk
34601;10/10/2022;Cerai Gugat;22;25;66;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kabupaten Sidoarjo;Kecamatan Tarik;Kabupaten Sidoarjo
36396;10/10/2022;Cerai Talak;28;27;61;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Sedati;Kabupaten Sidoarjo
34615;10/10/2022;Cerai Gugat;27;38;46;Ekonomi;Kecamatan Balongbendo;Kabupaten Sidoarjo.;Kecamatan Balongbendo;"Kabupaten Sidoarjo.
Dan beralamat di KTP di Desa Kebon Anom"
36485;10/10/2022;Cerai Gugat;23;21;28;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tanggulangin;Kabupaten Sidoarjo.;Kecamatan Taman;Kabupaten Sidoarjo.
36494;10/10/2022;Cerai Talak;31;27;61;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukomanunggal;Kota Surabaya;Kecamatan Tanggulangin;Kabupaten Sidoarjo
36509;10/10/2022;Cerai Talak;31;38;73;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;"Kabupaten Sidoarjo ( Sesuai KTP ) 
                                   sekarang tinggal di Jl. Peterongan RT. 18 RW. 06 Desa Masangankulon";Kecamatan Sedati;Kabupaten Sidoarjo.
36510;10/10/2022;Cerai Gugat;59;65;498;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Tarik;Kabupaten Sidoarjo
36000;10/10/2022;Cerai Talak;40;32;133;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Puri;Kabupaten Mojokerto;Kecamatan Jabon;Kabupaten Sidoarjo
36521;10/10/2022;Cerai Gugat;0;26;12;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo;Kecamatan Wonoayu;Kabupaten Sidoarjo
36523;10/10/2022;Cerai Gugat;26;;39;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;Kabupaten Sidoarjo;Kecamatan Sukodono;Kabupaten Sidoarjo ( di rumah orang tuanya bapak SINGGIH HIDAYAT)
36527;10/10/2022;Cerai Talak;26;23;101;Peselisihan dan Pertengkaran Terus Menerus;Kec. Sukodono;Kab. Sidoarjo  (rumah Bpk. Sodikin);Kec. Sedati Kab. Sidoarjo. (rumah Bpk Suyono);Kab. Sidoarjo. (rumah Bpk Suyono)
36018;10/10/2022;Cerai Gugat;33;36;75;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Krembung;Kabupaten Sidoarjo sekarang bertempat tinggal di Perumahan Omah Indah Menganti Blok G.3 No. 26 RT. 26 RW. 09 Desa Bringkang Kecamatan Menganti Kabupaten Gresik
36536;10/10/2022;Cerai Talak;48;45;283;Ekonomi;Kecamatan Kenjeran;Kota  Surabaya;Kecamatan Gedangan;Kab. Sidoarjo
36543;10/10/2022;Cerai Talak;25;26;23;Peselisihan dan Pertengkaran Terus Menerus;Kec. Candi; Sidoarjo.; Kab, Sidoarjo; Sidoarjo
34522;10/10/2022;Cerai Gugat;44;41;201;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Gedangan Kabupaten Sidoarjo;Kabupaten Sidoarjo
34788;10/10/2022;Cerai Gugat;29;28;133;Ekonomi;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
35309;10/10/2022;Cerai Gugat;23;30;72;Ekonomi;Kecamatan Jabon;Kabupaten Sidoarjo;Gempol;Kabupaten Pasuruan
36335;10/10/2022;Cerai Talak;27;25;12;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kab. Sidoarjo;Pakis;Kab. Malang
34545;10/10/2022;Cerai Gugat;42;41;209;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo;Kecamatan Balongbendo;Kabupaten Sidoarjo
36343;10/10/2022;Cerai Talak;33;32;67;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kab. Sidoarjo;Margoyoso;Kab. Pati
34552;10/10/2022;Cerai Gugat;28;45;34;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Sidoarjo;Kabupaten Sidoarjo
36112;11/10/2022;Cerai Gugat;29;28;36;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;"Kabupaten Sidoarjo
(Alamat Sekarang) Dusun Klopo Sepuluh";Kecamatan Gedangan;Kabupaten Sidoarjo
34579;11/10/2022;Cerai Gugat;26;31;93;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo;Kecamatan Balongbendo;Kabupaten Sidoarjo
34580;11/10/2022;Cerai Gugat;46;63;42;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo;Kecamatan Jabon;Kabupaten Sidoarjo
36379;11/10/2022;Cerai Gugat;33;34;71;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kab. Sidoarjo;Kecamatan Tambaksari;Kota Surabaya
36400;11/10/2022;Cerai Gugat;26;30;52;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kabupaten Sidoarjo.;Gempol;Kabupaten Sidoarjo.
36415;11/10/2022;Cerai Gugat;34;37;174;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tambak Sari;"Kabupaten Sidoarjo (Kontrakan Ibu Erni);";Kecamatan Tambak Sari;Kota Surabaya
34688;11/10/2022;Cerai Gugat;27;;49;Meninggalkan Salah Satu Pihak;Kecamatan Buduran;Kab. Sidoarjo;Sidoarjo;Kab. Sidoarjo
35483;11/10/2022;Cerai Gugat;41;39;45;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon Kabupaten Sidoarjo (Pak Kadar);Kabupaten Sidoarjo (Pak Kadar);Kecamatan Wonoayu  Kabupaten Sidoarjo;Kabupaten Sidoarjo
36514;11/10/2022;Cerai Gugat;23;24;63;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo saat ini tinggal di Perumahan Alam Pesona Blk F 01;Kecamatan Krian;Kabupaten Sidoarjo saat ini sedang menjalani hukuam di Lapas Trenggalek
35508;11/10/2022;Cerai Gugat;24;45;78;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;"Kabupaten Sidoarjo
(Alamat Sekarang) Dusun Kedung Loh";Kecamatan Sukolilo;"Kota Surabaya (Warung Tegal Citra Baru);"
35256;11/10/2022;Cerai Gugat;30;35;54;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonocolo;"Kabupaten Sidoarjo;";Kecamatan Wonocolo;Kota Surabaya
36286;11/10/2022;Cerai Talak;22;;27;Ekonomi;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
35521;11/10/2022;Cerai Talak;36;41;22;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukolilo;Kota Surabaya;Kureksari – Waru,Kabupaten Sidoarjo;Kabupaten Sidoarjo
34505;11/10/2022;Cerai Gugat;30;29;75;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Prambon Kabupaten Sidoarjo ALAMAT SAAT INI TIDAK DIKETAHUI KEBERADAANNYA HINGGA SEKARANG BAIK DI INDONESIA MAUPUN DI LUAR INDONESIA;Kabupaten Sidoarjo ALAMAT SAAT INI TIDAK DIKETAHUI KEBERADAANNYA HINGGA SEKARANG BAIK DI INDONESIA MAUPUN DI LUAR INDONESIA
36553;11/10/2022;Cerai Talak;44;41;183;Ekonomi;Kecamatan Krian;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
36556;11/10/2022;Cerai Gugat;35;37;26;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan buduran;Kabupaten Sidoarjo;Kecamatan Candi;Kabupaten Sidoarjo
34509;11/10/2022;Cerai Gugat;37;51;90;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo;Kecamatan Krian;Kabupaten Sidoarjo. Sekarang tidak diketahui keberadaannya.
35533;11/10/2022;Cerai Talak;60;56;384;Meninggalkan Salah Satu Pihak;Kecamatan Prambon;Kabupaten Sidoarjo;Kecamatan Bekasi Selatan;Kota Bekasi
36578;11/10/2022;Cerai Talak;36;33;125;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo.;Buduran;Kabupaten Sidoarjo.
36392;12/10/2022;Cerai Gugat;22;26;23;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kab. Sidoarjo;Kecamatan Mojowarno;Kab. Jombang
36669;12/10/2022;Cerai Gugat;35;39;159;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Bangil;Kabupaten Pasuruan
36169;12/10/2022;Cerai Talak;31;24;54;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kabupaten Sidoarjo saat ini tinggal di Pamutan;Kecamatan Porong;Kabupaten Sidoarjo
36170;12/10/2022;Cerai Gugat;24;35;28;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonoayu;KABUPATEN SIDOARJO;Kecamatan Wonoayu;KABUPATEN SIDOARJO
36463;12/10/2022;Cerai Gugat;27;34;23;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Tanggulangin;Kabupaten Sidoarjo (Ibu Nur Aini atau Bapak M.Sholeh)
36472;12/10/2022;Cerai Talak;30;29;135;Ekonomi;Kecamatan Sambikerep;Kota Surabaya;Kecamatan Taman; Provinsi Jawa Timur.
36729;12/10/2022;Cerai Gugat;25;36;63;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;"Kabupaten Sidoarjo
(Alamat Sekarang) Dusun Yesek";Kecamatan Prambon;Kabupaten Sidoarjo
35708;12/10/2022;Cerai Gugat;32;30;80;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo; Kota Jakarta Utara, DKI Jakarta;Kota Jakarta Utara
36484;12/10/2022;Cerai Gugat;27;;11;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo.;Kecamatan Taman;Kabupaten Sidoarjo
36489;12/10/2022;Cerai Gugat;28;31;59;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kab. Sidoarjo;Kecamatan Porong;Kab. Sidoarjo
36504;12/10/2022;Cerai Gugat;28;35;120;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;"Kabupaten Sidoarjo
(Alamat Sekarang) Dusun Kramat Jegu";Kecamatan Prambon;Kabupaten Sidoarjo (nama panggilan DENNY)
36512;12/10/2022;Cerai Talak;64;63;505;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo (Dekat Toko Sanusi);Kecamatan Krian;Kabupaten Sidoarjo
36520;12/10/2022;Cerai Talak;32;30;51;Peselisihan dan Pertengkaran Terus Menerus;Wonorejo;Kabupaten Sidoarjo dan Sekarang     tinggal di Dusun Taman Selatan RT.001 RW.001 Desa tamansari    Kecamatan Wonorejo Kabupaten Pasuruan;Sidoarjo;Kabupaten Sidoarjo
36277;12/10/2022;Cerai Talak;29;29;63;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Krembung;Kabupaten Sidoarjo
36537;12/10/2022;Cerai Gugat;26;29;115;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Porong;Kabupaten Sidoarjo
36538;12/10/2022;Cerai Talak;38;35;208;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo saat ini tinggal di Kalijaten Gang 1B No 134;Kecamatan Taman;Kabupaten Sidoarjo
36550;12/10/2022;Cerai Gugat;41;41;3;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kabupaten Sidoarjo.;Kecamatan Taman;Kabupaten Sidoarjo.
36560;12/10/2022;Cerai Gugat;27;29;118;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kab. Sidoarjo;Kecamatan Sukodono;Kab. Sidoarjo
36573;12/10/2022;Cerai Talak;33;21;80;Peselisihan dan Pertengkaran Terus Menerus;Kanor;Kabupaten Bojonegoro;Kecamatan Prambon;Kabupaten Sidoarjo
36575;12/10/2022;Cerai Gugat;27;;110;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo.;Kecamatan Balongbendo;Kabupaten Sidoarjo (Depan Toko Bahan Bangunan).
36589;12/10/2022;Cerai Gugat;39;45;255;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo;Kecamatan Waru;Kabupaten Sidoarjo
36596;12/10/2022;Cerai Gugat;47;47;50;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kabupaten Sidoarjo;Kecamatan Sukodono;Kabupaten Sidoarjo
36610;13/10/2022;Cerai Gugat;50;42;143;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;"Kabupaten Sidoarjo
  (Alamat Sekarang) Perumahan Taman Surya Kencana Cluster Merkurius D11";Kecamatan Krian;Kabupaten Sidoarjo
36368;13/10/2022;Cerai Gugat;52;52;384;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
36676;13/10/2022;Cerai Gugat;31;;132;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo;Manguharjo;Kota Madiun (Lapas Lama Kelas I Madiun Blok B Kamar no 9)
36438;13/10/2022;Cerai Gugat;51;39;153;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;Kabupaten Sidoarjo;Kecamatan Rembang;Kabupaten Pasuruan (Tinggal Bersama ayah kandungnya yang bernama Bpk Karnadi)
36464;13/10/2022;Cerai Gugat;22;28;45;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kab. Sidoarjo;Sukorejo;Kab. Pasuruan
34683;13/10/2022;Cerai Gugat;30;46;79;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kabupaten Sidoarjo;0;"Kabupaten Sidoarjo  
                                                sekarang tidak diketahui alamat dan tempat tinggalnya dengan   
                                                jelas"
34702;13/10/2022;Cerai Gugat;31;41;61;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo;0;"Kabupaten Sidoarjo 
sekarang tidak diketahui alamat dan tempat tinggalnya dengan   
jelas"
36505;13/10/2022;Cerai Talak;46;38;218;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;Kabupaten Sidoarjo;Kecamatan Sidoarjo;Kabupaten Sidoarjo
34718;13/10/2022;Cerai Talak;32;33;34;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kab. Sidoarjo;0; sekarang tidak diketahui keberadaanya baik di dalam maupun di luar republik indonesia
34496;13/10/2022;Cerai Gugat;41;43;229;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;Kabupaten Sidoarjo;Kecamatan Sedati;Kabupaten Sidoarjo
36562;13/10/2022;Cerai Gugat;43;41;182;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Kecamatan Gedangan;"Kab.
Sidoarjo";Kecamatan Komodo;Kab. Manggarai Barat
36608;17/10/2022;Cerai Talak;32;30;15;Peselisihan dan Pertengkaran Terus Menerus;"Kecamatan 
  Balongbendo";Kabupaten Sidoarjo;Kecamatan Krian;Kabupaten Sidoarjo
36614;17/10/2022;Cerai Gugat;22;26;39;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;"Kabupaten Sidoarjo;";Kecamatan Tarakan Tengah;Kota Tarakan
36618;17/10/2022;Cerai Gugat;42;36;207;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Kecamatan Wonokromo;Kota Surabaya
36620;17/10/2022;Cerai Gugat;40;48;38;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Sumobito;Kabupaten Jombang
36623;17/10/2022;Cerai Gugat;48;;39;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kab. Sidoarjo;Kecamatan Balongbendo;Kab. Sidoarjo
36625;17/10/2022;Cerai Talak;37;37;163;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo;Kecamatan Sedati;Kabupaten Sidoarjo
36640;17/10/2022;Cerai Gugat;32;37;122;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kabupaten Sidoarjo;Kecamatan Sukodono;Kabupaten Sidoarjo
36648;17/10/2022;Cerai Talak;28;;105;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Sedati;Kabupaten Sidoarjo
36416;17/10/2022;Cerai Talak;46;49;186;Ekonomi;Kecamatan Buduran;Kabupaten Sidoarjo saat ini tinggal di Dusun Mrisen;Kecamatan Buduran;Kabupaten Sidoarjo
33607;17/10/2022;Cerai Gugat;30;30;63;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kab. Sidoarjo;Biringkanaya;Kota Makasar - Sulawesi Selatan (ID 90241)
36700;17/10/2022;Cerai Gugat;23;27;9;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kab. Sidoarjo;Kecamatan Candi;Kab. Sidoarjo
34664;17/10/2022;Cerai Gugat;44;46;71;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Waru;Kabupaten Sidoarjo
36228;17/10/2022;Cerai Gugat;22;33;34;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kab. Sidoarjo;Magersari;kota mojokerto
34698;17/10/2022;Cerai Talak;37;25;109;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kabupaten Sidoarjo;Kecamatan Porong;Kabupaten Sidoarjo namun Sekarang tidak diketahui keberadaannya
35731;17/10/2022;Cerai Talak;48;37;147;Ekonomi;Candi;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo (Rumah Orang tua Termohon Salamun / Bu yati)
36515;17/10/2022;Cerai Gugat;32;43;172;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Bengkong;Kabupaten Sidoarjo (Kediaman Syafi'i Alkarim);Kecamatan Bengkong;Kota Batam
35761;17/10/2022;Cerai Gugat;38;39;171;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
35001;17/10/2022;Cerai Talak;29;30;59;Ekonomi;Kecamatan Kebomas;Kabupaten Gresik;Kecamatan Candi;Kabupaten Sidoarjo
36539;17/10/2022;Cerai Gugat;35;34;75;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Magersari;Kabupaten Mojokerto
34748;17/10/2022;Cerai Gugat;44;49;175;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gunung Putri;Kabupaten Bogor saat ini tinggal di Jl. KRI P. Rempang No. 60;Kecamatan Gedangan;Kabupaten Sidoarjo sekarang tidak diketahui alamatnya dengan jelas dan pasti di wilayah Republik Indonesia
35774;17/10/2022;Cerai Gugat;26;25;80;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo saat ini tinggal di Jl. Raya Kedungturi No. 53;Kecamatan Sawahan;"Kota Surabaya;"
36549;17/10/2022;Cerai Talak;43;;123;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kabupaten Sidoarjo;Kecamatan Krian;Kabupaten Sidoarjo (CV.Sumber Barokah Pabrik Krupuk)
34765;17/10/2022;Cerai Gugat;25;25;34;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
36559;17/10/2022;Cerai Talak;37;34;160;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;Kabupaten Sidoarjo;Kecamatan Gedangan;Kabupaten Sidoarjo (Toko Bu Tamin)
36565;17/10/2022;Cerai Gugat;33;37;139;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongpanggang;"Kabupaten Gresik
  (Alamat Sekarang) Jalan Mawar Merah";Kecamatan Balongpanggang;Kabupaten Gresik
36581;17/10/2022;Cerai Talak;33;31;73;Ekonomi;Prajurit Kulon;Kota Mojokerto;Sidoarjo;Kab. Sidoarjo
36585;17/10/2022;Cerai Gugat;52;67;118;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo;Kecamatan Balongbendo;Kabupaten Sid
36588;17/10/2022;Cerai Gugat;40;36;171;Ekonomi;Kecamatan Candi;Kabupaten Sidoarjo;Kecamatan Sidoarjo;Kabupaten Sidoarjo
36334;17/10/2022;Cerai Gugat;38;44;219;Peselisihan dan Pertengkaran Terus Menerus;Kec. Waru  Kab. Sidoarjo;Kab. Sidoarjo;Kec. Waru  Kab. Sidoarjo;Kab. Sidoarjo
35318;17/10/2022;Cerai Talak;40;43;88;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Beji;kabupaten Pasuruan;Kecamatan ;kabupaten Sidoarjo
36602;17/10/2022;Cerai Gugat;28;44;120;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tanggulangin;Kab. Sidoarjo Alamat Sekarang  :  Dsn. Ketegan Rt.005 Rw.002 Desa/Kel Ketegan Kecamatan Tanggulangin;Kecamatan Tanggulangi;Kabupaten Sidoarjo
36607;17/10/2022;Cerai Talak;64;43;8;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Waru;Kabupaten Sidoarjo
36619;18/10/2022;Cerai Gugat;30;;141;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Jatirogo;Kab. Tuban
35085;18/10/2022;Cerai Gugat;42;42;26;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonoayu;Kabupaten Sidoarjo;Kecamatan Wonoayu;Kabupaten Sidoarjo
36651;18/10/2022;Cerai Talak;49;49;355;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo;Kecamatan Beji;Kabupaten Pasuruan
36654;18/10/2022;Cerai Gugat;36;34;131;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Kecamatan Taman;Kab.   Sidoarjo;Kecamatan Kecamatan Taman;Kab.   Sidoarjo
36661;18/10/2022;Cerai Talak;35;28;11;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tanggulangin;Kabupaten Sidoarjo.;Kecamatan Tanggulangin;"Kabupaten Sidoarjo. (Alamat Rumah Orang Tua Tergugat Bapak Mujiono);"
36662;18/10/2022;Cerai Gugat;33;;113;Ekonomi;Kecamatan Sukodono;Kabupaten: Sidoarjo Kabupaten Sidoarjo;Kecamatan Sukodono;Kab. Sidoarjo
36665;18/10/2022;Cerai Gugat;30;32;126;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
36673;18/10/2022;Cerai Gugat;44;42;236;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;"Kabupaten Sidoarjo
  (Alamat Sekarang) Dusun Kesambi";Kecamatan Porong;Kabupaten Sidoarjo
35906;18/10/2022;Cerai Talak;24;;32;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kab. Sidoarjo;Kecamatan Jabon;Kab. Sidoarjo
36682;18/10/2022;Cerai Talak;39;40;23;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Nganjuk;Kecamatan Tulangan;Kabupaten Sidoarjo
36685;18/10/2022;Cerai Gugat;28;30;73;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo;Pamekasan;Kabupaten Pamekasan
36687;18/10/2022;Cerai Talak;39;38;189;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
36688;18/10/2022;Cerai Gugat;21;;36;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Taman;Kabupaten Sidoarjo
36698;18/10/2022;Cerai Gugat;40;36;139;Peselisihan dan Pertengkaran Terus Menerus; Kec Taman, Kab Sidoarjo; Kab Sidoarjo; Kec Taman, Kab. Sidoarjo;Kab. Sidoarjo
36699;18/10/2022;Cerai Gugat;39;46;145;Peselisihan dan Pertengkaran Terus Menerus;" 
   Kab Sidoarjo, Jawa Timur"; Jawa Timur;Kec. Tulangan – Kab sidoarjo Jawa Timur;"Griya Plamboyan Gg II.A Rt-014 RW-005 No.2 desa/Kel
  Kepadangan Kec. Tulangan – Kab sidoarjo Jawa Timur"
36445;18/10/2022;Cerai Gugat;38;41;171;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Sidoarjo;Kabupaten Sidoarjo ( sesuai KTP sekarang tinggal di RT. 012 RW. 004 Desa Urangagung
34662;18/10/2022;Cerai Gugat;18;24;40;Peselisihan dan Pertengkaran Terus Menerus;" Kel. Bohar
         Kec Taman, Kab. Sidoarjo";Kab. Sidoarjo;Kec. Taman;"Kab. Sidoarjo 
Sekarang : tidak diketahui keberadaan dan alamatnya baik di dalam negeri maupun di luar negeri"
35739;18/10/2022;Cerai Talak;45;45;246;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Dukuh Pakis;Kota Surabaya;Kecamatan Tanggulangin;Kabupaten Sidoarjo
34721;18/10/2022;Cerai Gugat;31;32;140;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;"Kabupaten Sidoarjo;";Kecamatan Balongbendo;Kabupaten Sidoarjo
36516;18/10/2022;Cerai Gugat;41;44;101;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Kenjeran;Kota Surabaya
34732;18/10/2022;Cerai Gugat;33;36;164;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo;Kecamatan Jabon;"Kabupaten Sidoarjo 
sekarang tidak diketahui alamatnya dengan jelas dan pasti di wilayah Republik Indonesia;"
32941;18/10/2022;Cerai Gugat;36;38;163;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo;Kecamatan Prambon;Kabupaten Sidoarjo
